book_id,ni,ri,group
2311,590,3.91,G10
2312,737,3.8,G10
2313,724,4.07,G10
2314,768,3.84,G10
2315,671,3.96,G10
2316,562,3.92,G10
2317,522,4.07,G10
2318,389,3.87,G10
2319,445,4.06,G10
2320,301,3.95,G10
2321,598,3.81,G10
2322,659,3.93,G10
2323,349,3.64,G10
2324,771,4.11,G10
2325,523,4.17,G10
2326,657,4.01,G10
2327,331,3.92,G10
2328,446,3.77,G10
2329,344,3.77,G10
2330,443,4.05,G10
2331,581,4.41,G10
2332,378,3.53,G10
2333,509,4.09,G10
2334,494,4.06,G10
2335,568,3.74,G10
2336,407,3.95,G10
2337,485,3.82,G10
2338,480,3.86,G10
2339,601,4.14,G10
2340,414,3.07,G9
2341,675,4.02,G10
2342,514,3.86,G10
2343,487,3.94,G10
2344,367,3.91,G10
2345,397,3.97,G10
2346,571,4.18,G10
2347,736,3.7,G10
2348,373,4.05,G10
2349,328,3.8,G10
2350,640,3.72,G10
2351,618,3.97,G10
2352,869,3.4,G9
2353,745,4.54,G10
2354,539,3.89,G10
2355,828,3.51,G10
2356,663,4.37,G10
2357,565,4.02,G10
2358,587,3.77,G10
2359,605,3.81,G10
2360,420,3.99,G10
2361,730,3.75,G10
2362,369,4.0,G10
2363,438,3.96,G10
2364,575,3.94,G10
2365,697,4.06,G10
2366,631,3.96,G10
2367,621,4.01,G10
2368,609,3.62,G10
2369,585,4.11,G10
2370,599,3.88,G10
2371,494,3.74,G10
2372,495,4.05,G10
2373,434,3.99,G10
2374,722,4.29,G10
2375,674,3.92,G10
2376,529,3.86,G10
2377,513,4.11,G10
2378,482,3.62,G10
2379,441,3.67,G10
2380,711,4.08,G10
2381,623,3.7,G10
2382,632,4.24,G10
2383,553,3.92,G10
2384,612,4.08,G10
2385,615,3.78,G10
2386,372,4.23,G10
2387,510,3.95,G10
2388,221,3.94,G10
2389,412,3.97,G10
2390,584,3.93,G10
2391,382,3.81,G10
2392,609,3.66,G10
2393,660,3.91,G10
2394,463,3.47,G9
2395,562,4.08,G10
2396,414,4.04,G10
2397,543,4.42,G10
2398,704,3.93,G10
2399,619,3.56,G10
2400,390,4.01,G10
2401,524,3.69,G10
2402,367,3.84,G10
2403,839,3.64,G10
2404,518,3.91,G10
2405,490,4.05,G10
2406,717,3.75,G10
2407,684,4.2,G10
2408,591,3.5,G9
2409,508,4.25,G10
2410,492,4.05,G10
2411,710,4.36,G10
2412,707,4.12,G10
2413,450,4.06,G10
2414,259,3.94,G10
2415,768,3.77,G10
2416,483,4.09,G10
2417,512,3.86,G10
2418,444,3.9,G10
2419,450,3.92,G10
2420,511,3.84,G10
2421,336,3.81,G10
2422,625,3.92,G10
2423,592,4.0,G10
2424,561,3.83,G10
2425,305,3.62,G10
2426,503,3.75,G10
2427,274,3.85,G10
2428,434,4.15,G10
2429,671,4.02,G10
2430,679,3.78,G10
2431,441,3.42,G9
2432,476,4.01,G10
2433,606,3.49,G9
2434,342,4.26,G10
2435,321,3.69,G10
2436,363,4.1,G10
2437,620,4.12,G10
2438,489,4.13,G10
2439,343,3.87,G10
2440,639,3.62,G10
2441,416,4.37,G10
2442,203,3.49,G9
2443,515,4.1,G10
2444,247,3.77,G10
2445,555,3.96,G10
2446,840,4.06,G10
2447,459,3.95,G10
2448,640,4.26,G10
2449,705,3.54,G10
2450,537,4.34,G10
2451,557,4.2,G10
2452,799,3.8,G10
2453,539,3.94,G10
2454,331,3.73,G10
2455,496,3.25,G9
2456,494,3.68,G10
2457,394,4.01,G10
2458,580,3.73,G10
2459,402,4.37,G10
2460,232,4.31,G10
2461,576,3.88,G10
2462,469,3.56,G10
2463,477,4.13,G10
2464,770,3.5,G9
2465,393,3.77,G10
2466,608,4.16,G10
2467,676,4.17,G10
2468,719,4.08,G10
2469,805,4.07,G10
2470,771,4.28,G10
2471,594,3.95,G10
2472,465,3.65,G10
2473,270,4.1,G10
2474,232,4.0,G10
2475,778,4.03,G10
2476,552,3.87,G10
2477,334,3.75,G10
2478,640,3.78,G10
2479,432,3.97,G10
2480,308,4.02,G10
2481,651,4.13,G10
2482,326,4.24,G10
2483,436,3.78,G10
2484,560,4.08,G10
2485,502,4.19,G10
2486,623,3.37,G9
2487,654,3.88,G10
2488,483,3.64,G10
2489,818,4.08,G10
2490,679,3.85,G10
2491,656,3.73,G10
2492,346,4.07,G10
2493,686,4.22,G10
2494,503,3.32,G9
2495,327,3.91,G10
2496,693,3.19,G9
2497,602,4.16,G10
2498,506,3.72,G10
2499,536,3.7,G10
2500,609,3.89,G10
2501,798,3.92,G10
2502,621,3.8,G10
2503,349,4.09,G10
2504,563,4.07,G10
2505,290,4.09,G10
2506,546,3.62,G10
2507,452,4.27,G10
2508,563,3.77,G10
2509,399,3.42,G9
2510,519,3.55,G10
2511,312,3.84,G10
2512,554,4.08,G10
2513,818,3.94,G10
2514,496,3.86,G10
2515,414,4.21,G10
2516,604,3.93,G10
2517,620,3.99,G10
2518,704,4.14,G10
2519,640,3.91,G10
2520,371,3.82,G10
2521,306,3.55,G10
2522,614,4.1,G10
2523,666,4.2,G10
2524,773,3.68,G10
2525,597,3.95,G10
2526,297,4.04,G10
2527,324,4.53,G10
2528,363,3.74,G10
2529,435,3.58,G10
2530,508,3.37,G9
2531,317,3.78,G10
2532,417,3.79,G10
2533,569,3.98,G10
2534,484,3.7,G10
2535,532,4.31,G10
2536,591,3.73,G10
2537,268,4.07,G10
2538,598,4.15,G10
2539,523,3.99,G10
2540,434,3.9,G10
2541,529,4.28,G10
2542,536,4.03,G10
2543,602,3.93,G10
2544,593,3.74,G10
2545,452,4.25,G10
2546,415,3.19,G9
2547,678,3.84,G10
2548,292,3.94,G10
2549,638,3.98,G10
2550,649,3.95,G10
2551,491,3.75,G10
2552,605,3.77,G10
2553,602,3.8,G10
2554,725,4.08,G10
2555,448,4.11,G10
2556,688,4.18,G10
2557,295,4.17,G10
2558,574,4.28,G10
2559,648,3.58,G10
2560,217,3.96,G10
2561,635,3.8,G10
2562,472,3.82,G10
2563,477,4.06,G10
2564,674,3.91,G10
2565,359,4.07,G10
2566,388,3.86,G10
2567,440,3.83,G10
2568,572,3.93,G10
2569,476,3.71,G10
2570,630,3.8,G10
2571,629,4.08,G10
2572,157,3.69,G10
2573,655,3.45,G9
2574,576,4.02,G10
2575,446,3.99,G10
2576,474,4.12,G10
2577,575,3.9,G10
2578,653,3.85,G10
2579,552,4.3,G10
2580,394,3.74,G10
2581,548,3.41,G9
2582,673,4.2,G10
2583,517,3.53,G10
2584,451,3.99,G10
2585,255,4.14,G10
2586,443,4.1,G10
2587,590,4.11,G10
2588,313,3.76,G10
2589,489,3.51,G10
2590,434,4.26,G10
2591,486,3.94,G10
2592,376,4.01,G10
2593,372,3.64,G10
2594,851,3.52,G10
2595,453,3.8,G10
2596,595,4.08,G10
2597,604,4.11,G10
2598,538,4.15,G10
2599,493,4.08,G10
2600,566,3.8,G10
2601,619,3.37,G9
2602,413,3.93,G10
2603,638,3.57,G10
2604,655,3.65,G10
2605,620,3.99,G10
2606,498,4.06,G10
2607,660,3.51,G10
2608,668,4.18,G10
2609,416,3.83,G10
2610,418,3.57,G10
2611,679,4.25,G10
2612,493,4.03,G10
2613,332,4.46,G10
2614,566,4.3,G10
2615,505,3.73,G10
2616,566,3.73,G10
2617,441,3.9,G10
2618,398,3.73,G10
2619,478,3.77,G10
2620,579,4.06,G10
2621,508,4.05,G10
2622,455,4.15,G10
2623,650,4.3,G10
2624,547,3.9,G10
2625,483,4.33,G10
2626,512,4.2,G10
2627,416,4.28,G10
2628,359,3.39,G9
2629,524,4.46,G10
2630,629,3.69,G10
2631,664,4.23,G10
2632,632,4.14,G10
2633,544,3.46,G9
2634,458,3.46,G9
2635,164,3.49,G9
2636,378,4.23,G10
2637,523,4.03,G10
2638,231,3.92,G10
2639,619,4.03,G10
2640,489,3.96,G10
2641,535,3.93,G10
2642,564,3.93,G10
2643,543,3.97,G10
2644,503,3.97,G10
2645,546,3.73,G10
2646,584,3.86,G10
2647,358,4.12,G10
2648,554,4.42,G10
2649,200,3.88,G10
2650,354,3.69,G10
2651,430,4.18,G10
2652,450,3.67,G10
2653,426,3.56,G10
2654,436,4.13,G10
2655,470,4.4,G10
2656,231,4.08,G10
2657,598,3.69,G10
2658,772,3.8,G10
2659,471,3.8,G10
2660,228,4.26,G10
2661,547,3.83,G10
2662,392,4.1,G10
2663,500,3.31,G9
2664,538,3.33,G9
2665,536,4.1,G10
2666,573,3.99,G10
2667,248,4.05,G10
2668,413,3.98,G10
2669,580,4.05,G10
2670,417,4.06,G10
2671,684,3.92,G10
2672,273,4.22,G10
2673,485,3.9,G10
2674,633,3.96,G10
2675,417,3.76,G10
2676,454,3.82,G10
2677,714,4.21,G10
2678,380,4.04,G10
2679,704,3.59,G10
2680,377,3.74,G10
2681,220,4.17,G10
2682,410,4.04,G10
2683,376,3.83,G10
2684,536,3.9,G10
2685,327,3.83,G10
2686,172,3.67,G10
2687,532,3.89,G10
2688,518,3.63,G10
2689,442,4.26,G10
2690,339,3.99,G10
2691,546,3.79,G10
2692,506,4.09,G10
2693,466,4.03,G10
2694,266,4.17,G10
2695,517,3.52,G10
2696,472,4.12,G10
2697,433,3.74,G10
2698,403,4.06,G10
2699,567,3.9,G10
2700,457,3.97,G10
2701,503,3.26,G9
2702,447,4.13,G10
2703,403,4.01,G10
2704,534,3.53,G10
2705,525,3.3,G9
2706,376,3.99,G10
2707,295,3.83,G10
2708,470,3.54,G10
2709,393,3.74,G10
2710,515,3.52,G10
2711,567,3.5,G9
2712,364,4.02,G10
2713,440,4.19,G10
2714,449,4.0,G10
2715,393,3.62,G10
2716,414,4.14,G10
2717,356,3.42,G9
2718,730,4.16,G10
2719,436,4.13,G10
2720,262,4.03,G10
2721,507,4.14,G10
2722,418,4.06,G10
2723,438,3.63,G10
2724,552,3.91,G10
2725,334,3.87,G10
2726,326,3.81,G10
2727,313,3.81,G10
2728,474,4.09,G10
2729,396,4.37,G10
2730,541,3.9,G10
2731,439,4.01,G10
2732,593,3.39,G9
2733,321,3.88,G10
2734,401,3.74,G10
2735,545,3.7,G10
2736,551,3.13,G9
2737,630,3.92,G10
2738,642,3.55,G10
2739,373,3.85,G10
2740,468,3.54,G10
2741,606,4.01,G10
2742,522,3.5,G9
2743,273,4.37,G10
2744,222,3.86,G10
2745,531,3.94,G10
2746,616,3.86,G10
2747,423,3.86,G10
2748,390,4.12,G10
2749,136,2.92,G8
2750,600,4.22,G10
2751,529,4.07,G10
2752,297,3.84,G10
2753,302,4.22,G10
2754,534,4.05,G10
2755,501,4.0,G10
2756,286,3.8,G10
2757,574,3.95,G10
2758,281,4.09,G10
2759,354,3.87,G10
2760,546,3.89,G10
2761,517,3.51,G10
2762,435,3.98,G10
2763,523,3.8,G10
2764,496,4.14,G10
2765,311,4.32,G10
2766,336,3.68,G10
2767,431,4.61,G10
2768,459,3.8,G10
2769,431,3.76,G10
2770,445,3.93,G10
2771,400,3.76,G10
2772,488,4.24,G10
2773,535,3.96,G10
2774,414,3.8,G10
2775,544,4.07,G10
2776,498,4.11,G10
2777,563,3.72,G10
2778,312,3.49,G9
2779,354,3.98,G10
2780,409,4.13,G10
2781,371,4.3,G10
2782,442,4.12,G10
2783,558,4.29,G10
2784,277,3.62,G10
2785,489,3.44,G9
2786,725,3.8,G10
2787,527,3.64,G10
2788,384,4.17,G10
2789,501,3.94,G10
2790,260,3.69,G10
2791,451,3.95,G10
2792,599,4.17,G10
2793,489,3.23,G9
2794,329,4.14,G10
2795,478,4.34,G10
2796,425,4.11,G10
2797,146,3.96,G10
2798,624,4.18,G10
2799,397,3.97,G10
2800,535,3.58,G10
2801,456,3.77,G10
2802,530,4.15,G10
2803,439,3.98,G10
2804,369,4.16,G10
2805,223,3.87,G10
2806,454,3.53,G10
2807,545,4.19,G10
2808,412,4.02,G10
2809,558,3.51,G10
2810,548,3.93,G10
2811,573,3.88,G10
2812,336,3.87,G10
2813,438,3.76,G10
2814,576,4.08,G10
2815,500,3.35,G9
2816,378,3.92,G10
2817,562,3.77,G10
2818,249,4.2,G10
2819,439,3.74,G10
2820,577,3.61,G10
2821,594,4.08,G10
2822,448,3.69,G10
2823,508,3.97,G10
2824,546,3.59,G10
2825,492,4.13,G10
2826,469,4.01,G10
2827,312,3.92,G10
2828,476,4.02,G10
2829,329,3.68,G10
2830,455,4.21,G10
2831,379,4.31,G10
2832,497,4.03,G10
2833,394,3.89,G10
2834,374,4.13,G10
2835,445,4.24,G10
2836,358,3.94,G10
2837,285,3.53,G10
2838,332,3.74,G10
2839,422,3.47,G9
2840,496,4.37,G10
2841,415,3.94,G10
2842,455,4.06,G10
2843,277,3.87,G10
2844,328,4.39,G10
2845,373,3.99,G10
2846,539,3.41,G9
2847,297,3.78,G10
2848,555,3.91,G10
2849,508,3.95,G10
2850,539,3.96,G10
2851,297,3.97,G10
2852,438,4.16,G10
2853,466,3.84,G10
2854,587,4.09,G10
2855,195,3.48,G9
2856,376,3.92,G10
2857,433,3.96,G10
2858,433,4.0,G10
2859,566,3.95,G10
2860,475,4.04,G10
2861,381,3.93,G10
2862,620,3.91,G10
2863,407,3.96,G10
2864,376,4.21,G10
2865,293,4.44,G10
2866,454,3.67,G10
2867,262,3.97,G10
2868,501,3.8,G10
2869,407,4.19,G10
2870,431,3.45,G9
2871,497,4.09,G10
2872,412,4.15,G10
2873,560,3.86,G10
2874,437,3.96,G10
2875,643,4.0,G10
2876,411,3.64,G10
2877,658,4.47,G10
2878,425,3.87,G10
2879,709,4.13,G10
2880,182,3.95,G10
2881,675,4.2,G10
2882,417,4.02,G10
2883,520,3.47,G9
2884,448,4.3,G10
2885,404,3.72,G10
2886,176,3.81,G10
2887,540,4.24,G10
2888,564,3.75,G10
2889,439,4.5,G10
2890,460,4.06,G10
2891,281,3.91,G10
2892,685,4.24,G10
2893,490,4.07,G10
2894,265,4.19,G10
2895,342,3.63,G10
2896,161,3.84,G10
2897,526,3.94,G10
2898,503,4.08,G10
2899,508,3.61,G10
2900,575,3.79,G10
2901,501,3.7,G10
2902,296,3.54,G10
2903,612,4.2,G10
2904,444,3.77,G10
2905,479,3.54,G10
2906,337,4.04,G10
2907,478,4.1,G10
2908,326,3.61,G10
2909,276,3.79,G10
2910,333,3.97,G10
2911,576,3.82,G10
2912,318,3.78,G10
2913,297,3.96,G10
2914,503,3.61,G10
2915,351,3.97,G10
2916,405,3.8,G10
2917,422,4.0,G10
2918,482,3.57,G10
2919,325,3.81,G10
2920,411,4.14,G10
2921,379,4.21,G10
2922,253,4.27,G10
2923,501,3.75,G10
2924,400,3.49,G9
2925,254,3.56,G10
2926,413,3.89,G10
2927,627,3.54,G10
2928,180,3.61,G10
2929,298,3.88,G10
2930,544,4.3,G10
2931,490,3.76,G10
2932,427,3.88,G10
2933,394,3.41,G9
2934,212,3.81,G10
2935,365,4.17,G10
2936,672,3.63,G10
2937,643,4.46,G10
2938,347,3.63,G10
2939,570,4.05,G10
2940,370,4.51,G10
2941,411,4.03,G10
2942,633,4.14,G10
2943,566,3.23,G9
2944,668,4.18,G10
2945,578,3.34,G9
2946,298,4.12,G10
2947,440,3.95,G10
2948,280,3.78,G10
2949,327,3.94,G10
2950,557,4.13,G10
2951,309,4.03,G10
2952,526,3.69,G10
2953,522,3.33,G9
2954,480,4.17,G10
2955,496,4.2,G10
2956,216,4.55,G10
2957,389,4.1,G10
2958,400,4.25,G10
2959,555,4.23,G10
2960,560,4.15,G10
2961,300,3.93,G10
2962,332,3.58,G10
2963,247,4.2,G10
2964,404,4.2,G10
2965,573,3.61,G10
2966,172,3.93,G10
2967,445,3.73,G10
2968,439,3.76,G10
2969,513,3.88,G10
2970,380,3.93,G10
2971,475,4.29,G10
2972,402,3.88,G10
2973,377,3.94,G10
2974,466,3.88,G10
2975,463,4.28,G10
2976,547,4.1,G10
2977,402,4.03,G10
2978,571,4.22,G10
2979,653,3.78,G10
2980,374,4.12,G10
2981,562,3.92,G10
2982,331,4.04,G10
2983,366,3.83,G10
2984,389,3.95,G10
2985,502,3.76,G10
2986,421,3.72,G10
2987,402,3.95,G10
2988,496,3.99,G10
2989,493,3.93,G10
2990,563,4.02,G10
2991,481,3.64,G10
2992,475,4.19,G10
2993,542,4.14,G10
2994,527,3.69,G10
2995,315,3.9,G10
2996,435,3.97,G10
2997,562,4.32,G10
2998,459,4.33,G10
2999,483,3.69,G10
3000,676,4.05,G10
3001,414,3.89,G10
3002,616,3.53,G10
3003,467,4.0,G10
3004,507,3.91,G10
3005,421,3.97,G10
3006,415,3.86,G10
3007,516,3.48,G9
3008,232,3.59,G10
3009,179,3.67,G10
3010,313,3.59,G10
3011,378,3.56,G10
3012,277,3.86,G10
3013,451,3.96,G10
3014,401,4.12,G10
3015,458,4.2,G10
3016,396,3.67,G10
3017,387,4.13,G10
3018,406,3.88,G10
3019,498,4.18,G10
3020,429,3.86,G10
3021,451,3.94,G10
3022,620,3.59,G10
3023,423,3.83,G10
3024,311,4.25,G10
3025,528,3.66,G10
3026,276,3.8,G10
3027,547,3.82,G10
3028,506,4.0,G10
3029,349,3.68,G10
3030,230,4.53,G10
3031,355,3.75,G10
3032,310,3.45,G9
3033,567,4.24,G10
3034,301,3.22,G9
3035,388,3.95,G10
3036,526,3.73,G10
3037,491,4.19,G10
3038,476,3.85,G10
3039,472,3.45,G9
3040,503,3.98,G10
3041,132,4.07,G10
3042,341,3.82,G10
3043,370,3.93,G10
3044,400,3.88,G10
3045,412,3.61,G10
3046,407,3.94,G10
3047,508,3.96,G10
3048,360,3.66,G10
3049,374,3.7,G10
3050,444,4.0,G10
3051,643,4.22,G10
3052,455,3.84,G10
3053,432,3.62,G10
3054,297,4.57,G10
3055,445,4.33,G10
3056,481,4.11,G10
3057,363,4.17,G10
3058,342,4.06,G10
3059,298,3.92,G10
3060,297,3.82,G10
3061,378,4.04,G10
3062,266,3.72,G10
3063,567,4.01,G10
3064,527,3.5,G9
3065,473,3.77,G10
3066,599,3.94,G10
3067,404,3.71,G10
3068,494,3.8,G10
3069,232,3.96,G10
3070,452,3.35,G9
3071,383,3.93,G10
3072,496,4.06,G10
3073,386,4.03,G10
3074,451,3.94,G10
3075,225,3.19,G9
3076,620,3.78,G10
3077,558,3.81,G10
3078,490,4.34,G10
3079,539,3.72,G10
3080,488,3.75,G10
3081,386,4.14,G10
3082,588,4.53,G10
3083,413,3.33,G9
3084,518,3.38,G9
3085,354,4.06,G10
3086,589,4.47,G10
3087,448,3.63,G10
3088,394,3.92,G10
3089,365,3.96,G10
3090,562,3.54,G10
3091,502,4.27,G10
3092,414,3.42,G9
3093,272,4.31,G10
3094,394,4.19,G10
3095,283,4.55,G10
3096,556,3.89,G10
3097,414,4.1,G10
3098,445,3.68,G10
3099,395,4.12,G10
3100,563,3.62,G10
3101,477,4.23,G10
3102,379,3.77,G10
3103,382,3.96,G10
3104,158,4.15,G10
3105,479,4.21,G10
3106,478,3.97,G10
3107,330,3.92,G10
3108,477,3.94,G10
3109,442,3.95,G10
3110,202,4.32,G10
3111,378,3.86,G10
3112,420,3.72,G10
3113,435,3.65,G10
3114,173,4.05,G10
3115,437,4.19,G10
3116,370,3.95,G10
3117,399,3.91,G10
3118,476,3.5,G9
3119,370,3.94,G10
3120,560,4.24,G10
3121,335,3.94,G10
3122,480,4.11,G10
3123,269,3.63,G10
3124,382,4.42,G10
3125,443,4.12,G10
3126,376,4.27,G10
3127,490,4.04,G10
3128,619,3.63,G10
3129,267,4.03,G10
3130,331,3.8,G10
3131,430,3.85,G10
3132,474,3.72,G10
3133,478,3.66,G10
3134,488,3.75,G10
3135,391,4.09,G10
3136,465,3.88,G10
3137,423,3.77,G10
3138,553,3.99,G10
3139,265,3.96,G10
3140,251,4.06,G10
3141,499,3.34,G9
3142,234,4.21,G10
3143,570,4.11,G10
3144,542,3.84,G10
3145,367,3.89,G10
3146,252,2.63,G8
3147,547,4.18,G10
3148,258,4.06,G10
3149,277,3.07,G9
3150,451,4.24,G10
3151,470,4.12,G10
3152,164,3.99,G10
3153,337,4.17,G10
3154,352,4.16,G10
3155,432,3.81,G10
3156,380,3.34,G9
3157,337,4.23,G10
3158,363,3.98,G10
3159,296,4.14,G10
3160,376,3.75,G10
3161,403,3.85,G10
3162,468,3.76,G10
3163,444,3.93,G10
3164,359,4.11,G10
3165,318,3.62,G10
3166,521,3.92,G10
3167,386,4.13,G10
3168,401,4.0,G10
3169,465,3.99,G10
3170,419,3.85,G10
3171,412,3.79,G10
3172,383,4.39,G10
3173,459,3.94,G10
3174,427,4.3,G10
3175,525,3.85,G10
3176,400,3.95,G10
3177,504,4.27,G10
3178,351,3.72,G10
3179,405,4.1,G10
3180,333,3.85,G10
3181,167,4.03,G10
3182,472,3.83,G10
3183,335,4.19,G10
3184,427,3.88,G10
3185,468,4.29,G10
3186,319,3.97,G10
3187,278,3.79,G10
3188,443,4.14,G10
3189,385,4.34,G10
3190,378,4.16,G10
3191,353,4.49,G10
3192,343,3.97,G10
3193,388,3.58,G10
3194,535,3.25,G9
3195,470,3.43,G9
3196,311,3.85,G10
3197,494,3.89,G10
3198,521,4.07,G10
3199,352,4.2,G10
3200,650,4.07,G10
3201,340,4.09,G10
3202,458,3.94,G10
3203,197,3.97,G10
3204,370,3.69,G10
3205,613,3.52,G10
3206,406,4.06,G10
3207,340,3.76,G10
3208,427,3.97,G10
3209,399,3.51,G10
3210,414,3.67,G10
3211,287,3.58,G10
3212,392,3.52,G10
3213,426,3.9,G10
3214,369,4.14,G10
3215,390,4.56,G10
3216,496,3.67,G10
3217,346,3.79,G10
3218,373,3.91,G10
3219,499,3.4,G9
3220,332,4.5,G10
3221,347,3.84,G10
3222,180,4.12,G10
3223,566,3.84,G10
3224,173,4.05,G10
3225,106,3.85,G10
3226,160,4.0,G10
3227,324,3.87,G10
3228,444,4.35,G10
3229,401,3.67,G10
3230,193,4.59,G10
3231,362,3.91,G10
3232,599,4.19,G10
3233,165,4.12,G10
3234,551,4.02,G10
3235,176,3.81,G10
3236,376,3.89,G10
3237,532,4.0,G10
3238,357,3.42,G9
3239,345,4.03,G10
3240,532,4.0,G10
3241,418,4.55,G10
3242,396,4.27,G10
3243,413,4.09,G10
3244,542,4.19,G10
3245,378,3.55,G10
3246,430,4.0,G10
3247,437,3.97,G10
3248,300,4.47,G10
3249,524,4.1,G10
3250,502,3.38,G9
3251,186,3.8,G10
3252,473,4.04,G10
3253,363,3.33,G9
3254,477,3.68,G10
3255,379,3.69,G10
3256,381,3.66,G10
3257,490,4.0,G10
3258,391,3.95,G10
3259,310,3.57,G10
3260,235,3.66,G10
3261,302,3.28,G9
3262,468,3.91,G10
3263,364,3.9,G10
3264,554,4.12,G10
3265,314,3.86,G10
3266,147,4.34,G10
3267,403,3.51,G10
3268,494,3.35,G9
3269,434,3.86,G10
3270,195,4.01,G10
3271,482,3.54,G10
3272,193,3.47,G9
3273,438,3.33,G9
3274,521,3.87,G10
3275,285,4.74,G10
3276,338,3.93,G10
3277,436,4.09,G10
3278,488,4.12,G10
3279,444,4.18,G10
3280,523,4.07,G10
3281,246,3.93,G10
3282,371,4.53,G10
3283,246,3.28,G9
3284,510,3.49,G9
3285,149,3.5,G9
3286,370,3.72,G10
3287,385,4.01,G10
3288,225,3.7,G10
3289,350,3.53,G10
3290,379,3.81,G10
3291,415,3.94,G10
3292,289,4.46,G10
3293,595,3.96,G10
3294,430,4.21,G10
3295,395,3.87,G10
3296,439,3.42,G9
3297,382,3.82,G10
3298,489,4.2,G10
3299,454,3.57,G10
3300,391,3.69,G10
3301,252,4.08,G10
3302,389,4.21,G10
3303,440,4.23,G10
3304,531,3.69,G10
3305,180,3.88,G10
3306,589,4.12,G10
3307,366,4.09,G10
3308,308,4.2,G10
3309,524,4.17,G10
3310,127,4.06,G10
3311,523,3.86,G10
3312,399,3.64,G10
3313,436,3.92,G10
3314,482,3.72,G10
3315,254,3.65,G10
3316,337,3.84,G10
3317,473,4.21,G10
3318,376,3.84,G10
3319,278,4.13,G10
3320,163,3.79,G10
3321,401,4.13,G10
3322,448,3.55,G10
3323,501,4.04,G10
3324,396,3.58,G10
3325,473,4.3,G10
3326,358,4.09,G10
3327,322,3.59,G10
3328,195,3.31,G9
3329,431,3.19,G9
3330,493,4.24,G10
3331,199,3.99,G10
3332,368,3.81,G10
3333,470,3.67,G10
3334,412,3.91,G10
3335,171,3.74,G10
3336,364,4.1,G10
3337,396,4.13,G10
3338,392,4.17,G10
3339,463,3.81,G10
3340,519,3.57,G10
3341,504,4.34,G10
3342,363,4.12,G10
3343,387,3.32,G9
3344,506,4.24,G10
3345,321,4.21,G10
3346,388,3.96,G10
3347,252,3.91,G10
3348,458,4.26,G10
3349,345,4.23,G10
3350,354,4.1,G10
3351,401,3.96,G10
3352,535,3.69,G10
3353,458,4.18,G10
3354,350,3.79,G10
3355,412,4.04,G10
3356,328,3.85,G10
3357,415,3.96,G10
3358,400,4.49,G10
3359,633,3.96,G10
3360,487,3.59,G10
3361,224,3.79,G10
3362,642,3.94,G10
3363,395,4.03,G10
3364,615,3.58,G10
3365,298,3.86,G10
3366,487,4.06,G10
3367,443,3.95,G10
3368,169,4.02,G10
3369,326,3.99,G10
3370,268,4.18,G10
3371,338,3.84,G10
3372,401,4.0,G10
3373,449,3.41,G9
3374,494,3.74,G10
3375,381,3.49,G9
3376,399,4.21,G10
3377,276,3.89,G10
3378,446,4.35,G10
3379,334,3.76,G10
3380,362,3.93,G10
3381,374,4.1,G10
3382,365,4.28,G10
3383,248,3.14,G9
3384,415,4.02,G10
3385,208,3.9,G10
3386,396,3.95,G10
3387,496,3.99,G10
3388,523,3.8,G10
3389,164,3.35,G9
3390,463,4.06,G10
3391,325,3.69,G10
3392,216,4.12,G10
3393,365,4.0,G10
3394,457,3.86,G10
3395,533,4.59,G10
3396,547,4.49,G10
3397,417,3.89,G10
3398,393,4.15,G10
3399,220,4.2,G10
3400,451,3.87,G10
3401,395,3.62,G10
3402,386,4.14,G10
3403,453,4.07,G10
3404,309,3.83,G10
3405,348,4.24,G10
3406,581,3.31,G9
3407,451,3.71,G10
3408,409,4.29,G10
3409,238,3.29,G9
3410,547,4.13,G10
3411,330,3.91,G10
3412,395,3.6,G10
3413,251,3.97,G10
3414,481,4.1,G10
3415,150,3.84,G10
3416,420,3.31,G9
3417,415,3.83,G10
3418,285,4.2,G10
3419,285,4.02,G10
3420,359,4.08,G10
3421,193,4.16,G10
3422,370,3.86,G10
3423,134,3.93,G10
3424,311,4.14,G10
3425,525,3.82,G10
3426,325,3.66,G10
3427,462,3.53,G10
3428,412,3.86,G10
3429,330,3.65,G10
3430,237,3.73,G10
3431,355,3.97,G10
3432,261,3.77,G10
3433,252,3.53,G10
3434,373,4.08,G10
3435,301,4.1,G10
3436,226,4.09,G10
3437,295,4.14,G10
3438,170,3.29,G9
3439,368,3.74,G10
3440,408,3.7,G10
3441,418,4.27,G10
3442,370,3.81,G10
3443,415,3.39,G9
3444,433,3.8,G10
3445,441,3.88,G10
3446,276,3.54,G10
3447,173,4.03,G10
3448,181,4.09,G10
3449,353,4.19,G10
3450,446,3.71,G10
3451,288,4.28,G10
3452,470,3.46,G9
3453,312,3.98,G10
3454,394,4.15,G10
3455,467,3.78,G10
3456,536,3.55,G10
3457,277,4.21,G10
3458,304,3.62,G10
3459,384,4.08,G10
3460,422,3.93,G10
3461,318,3.97,G10
3462,545,4.13,G10
3463,402,4.38,G10
3464,323,3.85,G10
3465,418,4.12,G10
3466,364,3.79,G10
3467,451,4.01,G10
3468,515,3.72,G10
3469,456,3.95,G10
3470,351,4.1,G10
3471,228,3.94,G10
3472,401,4.45,G10
3473,287,4.16,G10
3474,376,4.14,G10
3475,377,3.7,G10
